semana,neg-1,neg-2,neg-3,neg-4,neg-5,neg-6,neg-7,neg-8,neg-9,neg-10,neg-11,neg-12,neg-13,neg-14,neg-15,neg-16,neg-17,neg-18,neg-19,neg-20,pos-1,pos-2,pos-3,pos-4,pos-5,pos-6,pos-7,pos-8,pos-9,pos-10,pos-11,pos-12,pos-13,pos-14,pos-15,pos-16,pos-17,pos-18,pos-19,pos-20
2011-30,punt basic,deficit public,abarqu tod,parlamentari gust,parlamentari grup,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral dentr,electoral diput,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral dij,ñor diput,banc central
2011-34,cualqui cas,comentari quier,gust sab,compr deud,abarqu tod,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral democrat,electoral dij,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dig,ñor diput
2011-35,estabil presupuestari,articul constitu,abarqu tod,parlamentari grup,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari fin,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dej,electoral dig,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dificil,ñor diput
2011-37,sid capaz,servici public,cumpl respons,despues hab,produccion industrial,destruccion emple,afili segur,aquell quier,prevision econom,patent europe,autonom ayunt,legisl ordinari,median empres,principi legal,respet principi,autor estatal,merc laboral,men dat,quier estudi,afili men,electoral element,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral desarroll,electoral distint,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral discurs,ñor diput
2011-38,direct comunitari,ultim control,van dej,final legislatur,dej herenci,articul establec,busc emple,espectr radioelectr,enmiend remit,consecuent crisis,rind cuent,sid dramat,termin dic,acuerd polit,jef gabinet,sector public,treint años,salud public,remit sen,ministeri interior,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral despues,electoral dir,electoral discurs,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,ñor diput,arte contemporane,nacion unid,central nuclear,medi rural,vot emit
2011-42,cumbr europe,parlamentari grup,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari gust,abarqu tod,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari fin,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dej,electoral dig,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dificil,ñor diput
2011-44,prest ico,espiritu consens,clar insuficient,adopt med,abarqu tod,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral electoral,soport legal
2011-50,acat constitu,sid llam,articul reglament,santiag cerver,proced llamamient,gobern banc,reestructur bancari,dar cuent,camin recorr,parlamentari grup,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari final,parlamentari firm,parlamentari gust,parlamentari fin,parlamentari fij,parlamentari federal,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dentr,electoral dig,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral dificil,ñor diput,centr especial,especial emple,convalid derog,diput permanent
2011-51,abarqu tod,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari grup,parlamentari gust,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral decid,electoral determin,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral democrat,electoral dej,electoral defend,electoral despues,ñor diput,tip contrat,lleg acuerd,epoc crisis,llam atencion
2012-2,abarqu tod,parlamentari grup,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari gust,parlamentari hab,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral democrat,electoral dij,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dig,ñor diput,comision legisl,inici legisl
2012-6,deficit public,comision europe,abarqu tod,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,parlamentari escuch,parlamentari entrar,polit fiscal,cit literal,encim cient,ministeri industri,gan confianz,escol tempran,educ ciudadan,trabaj autonom,embaraz des,resolu subsecret,transport aere,llev mal,estim crecimient,med tom,derech mujer,pregunt intencion,cultur deport,debat polit,treint años,reform cost
2012-7,sector financier,abarqu tod,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,parlamentari firm,electoral desarroll,electoral correspondient,electoral derech,electoral depend,electoral dentr,electoral democrat,electoral dej,product marroqu,dias eleccion,perd emple,reform laboral,educ public,consolid fiscal,comarc miner,quinc dias,part preocup,derech dependent,crecimient econom,sistem educ,perjuici ocasion
2012-8,vot emit,abarqu tod,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,parlamentari escuch,parlamentari entrar,parlamentari entonc,parlamentari entiend,parlamentari expres,parlamentari federal,explic interior,cre mejor,gobi popul,sistem arrend,public ademas,conjunt territori,sanid public,sid capac,solucion problem,cre emple,formacion basic,presupuest cam,soberan popul,public public,seman pas,sector oliv,sentenci tribunal,defend interes,cam pregunt,reform laboral
2012-10,seri med,tom decision,polit agrari,corpor local,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,abarqu tod,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari formul,electoral cualqui,electoral dich,electoral cuant,electoral dic,electoral dij,electoral dad,centr especial,person discapac,especial emple,cuid hij,mal calid,situacion insolvent,polit ajust,recurs inconstitucional,luch fraud,calid asistencial,atend problem,aprob reform,reform laboral,negoci colect
2012-11,deficit public,tom decision,crecimient econom,pag proveedor,parlamentari esper,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari especial,parlamentari except,parlamentari final,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,sistem financi,guardi civil,conciert econom,servici basic,fuerz armad,españ plan,lleg acuerd,pid pong,econom cup,sindicat empresari,españ humed,años despues,copag sanitari,situacion econom,quier elimin,sub impuest,merec pen,apoy españ,sant barb,interconexion electr
2012-13,laboral aprob,funcion public,abarqu tod,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari form,electoral decision,electoral defend,electoral dej,pag ciudadan,reform legal,plan ajust,institu public,objet deficit,form part,final vid,vid merec,tom consider,sistem educ,med caracterist,huelg general,reform laboral,trabaj trabaj,tom med,clar reform,eleccion andaluz
2012-15,vot emit,polit activ,reform aprob,negoci colect,parlament europe,exposicion motiv,despues reform,trat med,condicion trabaj,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari estim,parlamentari estudi,parlamentari expres,parlamentari form,parlamentari exist,parlamentari except,parlamentari excepcion,gestion años,administr public,problem polit,pued habl,ahor mism,termin ensegu,grand fortun,reform laboral,amnist fiscal,recort adicional,inversion product,calm merc,prestacion contribut,hac seman,recort presupuest,izquierd unid,impuest grand,educ sanid,recort presupuestari,model laboral
2012-17,activ econom,deficit public,abarqu tod,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari explic,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dej,deb hab,region murci,trat dec,tas universitari
2012-20,corpor radiotelevision,asistent sanitari,tarjet sanitari,estabil presupuestari,educ universitari,parlamentari inclu,parlamentari final,parlamentari fin,parlamentari fij,parlamentari indic,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari firm,parlamentari inform,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,cierr aeropuert,moned unic,segur agrari,present presupuest,activ emple,cambi model,radiotelevision public,television public,ministeri defens,atend situacion,vehicul priv,part ahor,plen conscient,problem herenci,presupuest general,campañ electoral,pod judicial,enfermedad rar,esper respuest,deb conclu
2012-21,vot emit,ultim años,progres democraci,administr public,ministeri asunt,servici public,eur supon,gast personal,guardi civil,abarqu tod,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari europe,parlamentari expres,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,crisis men,cre educ,cumplimient prevision,polit exterior,pon manifiest,hic falt,ministr presupuest,present presupuest,inici nombr,polit imposit,present inici,part ministeri,present enmiend,afect cotiz,sistem educ,presupuest mal,cambi climat,termin dic,puest manifiest,democraci lozan
2012-22,autonom public,estabil presupuestari,consej univers,cultur deport,mod gestion,banc public,vot emit,sistem financier,asistent sanitari,hombr mujer,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari establec,parlamentari explic,parlamentari esper,parlamentari especial,deb hab,pag cre,pas histori,bas demand,plan turism,ultim años,exig pag,madr valenci,vien mism,respuest problem,public gratuit,vien men,reform financ,person enferm,distint grup,poc dias,tan import,hac falt,tas universitari,nunc hech
2012-24,seri inici,incendi forestal,administr public,formacion profesional,parlamentari inclu,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari form,parlamentari exist,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,electoral dad,autor europ,puert cerr,servici public,codig penal,polit activ,entidad financ,cierr min,rescat financier,nuev reform,crisis econom,sistem financier,retir unic,financier españ,efect ten,uni izquierd,rescat españ,grup parlamentari,rescat banc,comision europe
2012-25,izquierd plural,pobrez exclusion,person dependient,pymes autonom,vot emit,derech human,abarqu tod,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,custodi compart,sistem financier,econom cre,comision europe,model servici,atencion client,radiotelevision public,sistem bancari,pon march,baj impuest,amnist fiscal,min carbon,crecimient crecimient,generalitat cataluny,iguald oportun,sub tas,reform laboral,pid reconsider,necesari reform,deb conclu
2012-26,vot emit,energ turism,lleg acuerd,sistem financier,dialog negoci,min carbon,part polit,desarroll sosten,abarqu tod,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari europe,parlamentari federal,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,derech sab,memori histor,expres satisfaccion,democraci anchuel,rescat bancari,polit antiterror,gast superflu,inform precontractual,retir recurs,evit cierr,mocion pid,ayud explot,hac falt,segur jurid,puest trabaj,grav error,activ emple,larrein vasc,socialdemocraci europe,plan plan
2012-28,extraordinari comision,activ ocult,tom decision,consej europe,sanid servici,celebr extraordinari,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,abarqu tod,parlamentari explic,parlamentari formul,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,electoral deb,person dependient,nuev ajust,merec debat,gran acuerd,abord problem,respons polit,sanid public,autor laboral,destru emple,pag person,energ nucl,deb abord,desmantel sistem,normal habitual,dig acuerd,amnist fiscal,compromis adquir,comparecent ministr,diput popul
2012-29,servici public,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,abarqu tod,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,parlamentari escuch,parlamentari fin,parlamentari final,grand fortun,puest trabaj,present inici,sal crisis,codig penal,expedient regul,entrar debat,funcionari public,quier señal,emple public,ped respons,seman pas,organiz sindical,autonom canari,regul emple,ciudadan canari,person dependient,dig verd,comarc miner,termin habl
2012-30,econom competit,plen cam,deud public,estabil presupuestari,pod judicial,med adopt,comparecent ministr,servici ferroviari,ministeri foment,cre emple,esfuerz profesional,mund cultur,sector ferroviari,sistem financier,parlamentari fin,parlamentari hab,parlamentari gust,parlamentari grup,parlamentari general,parlamentari fundamental,electoral dificil,electoral dij,izquierd unid,banc valenci,ejercici derech,radiotelevision public,dem tiemp,unid izquierd,polit fiscal,corpor radiotelevision,plural centell,izquierd plural,energ renov,sub iva,autonom deb,numer relat,equip econom,comision cultur,deb conclu,españ necesit
2012-35,acuerd celebr,formul grup,plen cam,comparecent ministr,econom competit,sanid servici,reform laboral,administr public,parlamentari exist,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari estim,parlamentari final,parlamentari except,parlamentari fin,parlamentari europe,parlamentari federal,parlamentari estudi,electoral despues,ñor diput,electoral dej,electoral depend,electoral dentr,electoral democrat,quier record,coordin falt,puebl saharaui,reclam hech,derech mujer,mil famili,maner rap,dar explic,polit activ,particip preferent,comision econom,rehu debat,sanid public,ped comparecent
2012-37,fuerz armad,vot emit,tip general,ultim instanci,dividend digital,sistem financier,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,libert expresion,pid rescat,separ punt,tod institu,reform laboral,ciudadan pued,inform present,encant ten,polit emple,presupuest general,recort derech,popul parec,dad tiemp,polit defens,van cobr,sub iva,recort prestacion,ultim dat,insult amenaz,nuev period
2012-38,abarqu tod,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,parlamentari firm,parlamentari form,electoral decid,electoral form,ostent pod,izquierd plural,rentabil econom,planific ejecut,educ public,pod judicial,rescat bancari,pod ejecut,posibl rescat,entidad financ,sistem sanitari,universitari baj,plan estrateg,matricul universitari,disposicion adicional,da mied,recort educ,garc ege
2012-39,libert eleccion,luch fraud,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari general,electoral dificil,electoral derech,electoral diput,electoral dir,electoral depend,electoral discurs,electoral dentr,electoral desarroll,segu abiert,carg public,sistem energet,evit rescat,problem europe,hech referent,tom decision,enmiend present,grav acus,pag medicament,bec comedor,central garoñ
2012-41,deficit public,abarqu tod,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari fundamental,parlamentari federal,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari expres,aplic model,objet basic,prestacion servici,energ renov,plan concert,riesg exclusion,clas medi,tras eleccion,just contrari,larg plaz,europ europ,deud bancari,form form,model financi,lealt constitucional,levant cabez,dej serl,propuest resolu,fond reserv,sistem educ
2012-43,administr public,justici gratuit,crisis econom,parlamentari estudi,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari fuerz,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estim,electoral dij,electoral dig,electoral dificil,electoral dentr,electoral dud,electoral efect,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dic,sistem tas,emple irregul,montor polit,viv peor,administr justici,recurs administr,hab hech,enmiend articul
2012-44,deficit public,tod españ,trabaj autonom,vot emit,consej ministr,consej europe,sistem educ,mejor calid,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,abarqu tod,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,dar respuest,grav grav,import cre,convoc comision,regim general,afect credibil,program erasmus,enmiend present,cre merec,tributari polit,escuel public,dobl imposicion,mil famili,alusion direct,reform financ,ministeri educ,bah cadiz,polit emple,seman pas,cre emple
2012-46,vot emit,ultim años,defens enmiend,creacion emple,situacion econom,gast public,luch fraud,izquierd unid,congel pension,grup parlamentari,sanid servici,corpor local,alta veloc,parqu nacional,fond reserv,pag proveedor,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari exist,disposicion adicional,sub tribun,ayud oficial,sent satisfech,inversion priv,respect presupuest,uni maci,comision servici,grand fortun,plan concert,consej red,conjunt enmiend,enmiend parcial,iva cultural,intent descalific,desempl pension,presupuest necesit,polit public,form part,defend enmiend
2012-48,vot emit,tom med,abarqu tod,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,parlamentari escuch,parlamentari entrar,parlamentari entonc,parlamentari entiend,parlamentari estim,parlamentari expres,violenci machist,pued proteg,compr pis,agent sector,profesional sanitari,recort polit,tas judicial,program electoral,articul constitu,creanm lament,peor hac,tan baj,nacion unid,polit crecimient,cambi legisl,salud public,eur men,valor hac,banc mal,derech ciudadan
2012-50,congel pension,deficit public,person discapac,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,abarqu tod,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,convencion internacional,aquell person,centr debat,viv peor,haci aquell,domini public,tribunal constitucional,pesc canari,unas med,ambas cos,socialist cataluny,derech pension,pag pension,acept enmiend,amnist fiscal,cuidador profesional,expuls sistem,recort derech,ment parlament,valor hac
2012-51,vot emit,impuest deposit,consej europe,administr public,merc alquil,deficit public,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari estudi,parlamentari federal,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,parlamentari escuch,popul sen,radi nacional,sal crisis,benefici poc,ministr veo,tribunal constitucional,servici public,comision europe,entidad financ,foment alquil,ped esfuerz,sanid educ,radiotelevision public,fech registr,sanid public,subsidi desemple,da cuent,pod acept,cort general,sindicat miner
2013-4,extraordinari comision,celebr extraordinari,izquierd plural,plan prep,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,abarqu tod,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,electoral dificil,electoral determin,electoral dic,solicit comparecent,fuerz armad,nacional competent,hospital public,comision nacional,program prep,banc españ,ven explic,trec años,carbon nacional,destruccion emple,amnist fiscal,part gast,lin van,agenci tributari,pod avanz,castill manch
2013-5,entidad credit,abarqu tod,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari firm,parlamentari except,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,parlamentari excepcion,electoral depend,electoral dentr,electoral democrat,electoral cuant,nort afric,sistem public,reform laboral,haci afric,com equilibr,desafeccion polit,diner emple,polit haci,derog reform,sub impuest,plan concert,pod olvid,perd trabaj,perd viviend,tribunal suprem,amnist fiscal
2013-7,vot emit,crisis econom,declar tributari,pod judicial,polit energet,abarqu tod,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari excepcion,parlamentari final,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,electoral decid,electoral democrat,comision nacional,nacional energ,plan emple,reform laboral,polit activ,emple andaluc,judicial efect,servici public,tribunal constitucional,hac tiemp,radiotelevision public,victim violenci,hech referent,crisis polit,salud ciudadan,ministr hac,amnist fiscal,acept enmiend
2013-8,deficit public,abarqu tod,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari fundamental,electoral dir,electoral diput,electoral dij,electoral democrat,electoral dificil,ñor diput,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral dich,da igual,mism proteccion,proteccion constitucional,polit exig,ver cos,hac veint
2013-9,vot emit,mejor educ,cultur deport,abarqu tod,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari except,parlamentari form,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,electoral derech,pact popul,amnist fiscal,sal quint,tribunal suprem,dij iba,educ public,comision europe,resolu conflict,reform educ,gestion caj,centr internacional,tap agujer,cambi polit,montor pid,hac carg,resum gestion,madr problem,reform laboral,hech gestion
2013-11,vot emit,servici public,izquierd plural,deficit public,jurid gratuit,asistent jurid,emirat arab,ministr emple,parlamentari excepcion,parlamentari except,parlamentari europe,parlamentari exist,parlamentari final,parlamentari estudi,parlamentari explic,parlamentari expres,parlamentari estim,parlamentari federal,parlamentari fij,parlamentari fin,salud mental,administr justici,sub impuest,ped retir,españ necesit,sistem educ,progres democraci,opon sistem,luch corrupcion,amnist fiscal,bas cre,sid engañ,nuev version,deud public,derech ciudadan,despues hab,ahor nunc,popul ministr,objet deficit,consens polit
2013-12,reduccion emision,centr intern,pod judicial,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,abarqu tod,parlamentari firm,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari especial,habl derech,termin busc,defensor puebl,cambi climat,haci polit,prestacion desemple,puert interes,codig penal,pequeñ ahorr,sanid public,acced fond,proteg ciudadan,legisl ciudadan,compromis presupuestari,busc solucion,deterior servici,tribunal justici,cas banki,cas barcen,recort derech
2013-15,fuerz armad,crecimient econom,vot emit,integr cooper,ministr foment,tom decision,abarqu tod,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,consej europe,pon man,pact toled,mism firmez,cien cien,treint años,enter prens,eficaz eficient,hag esfuerz,mujer victim,estatut autonom,van ten,ministeri foment,libert expresion,comision seguimient,hac demagogi,enmiend present,part famili,amnist fiscal,deb conclu
2013-16,segu hac,tiemp parcial,factor sostenibil,impuest patrimoni,vot emit,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari europe,parlamentari estudi,abarqu tod,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,parlamentari escuch,parlamentari entrar,parlamentari entonc,parlamentari entiend,titular estatal,color polit,agricultor ganader,pod judicial,ministeri justici,tribunal constitucional,van perd,pact toled,sigl xix,pued acog,generalitat cataluny,muse titular,priv nacional,dej andaluc,cos pint,tom decision,polit econom,reform fiscal,servici public,polit crecimient
2013-17,tribunal constitucional,abarqu tod,parlamentari final,parlamentari fin,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari firm,parlamentari except,parlamentari evident,parlamentari europe,parlamentari estudi,parlamentari estim,parlamentari establec,parlamentari esper,parlamentari especial,parlamentari esfuerz,parlamentari excepcion,electoral defend,electoral dej,electoral democrat,hac años,amnist fiscal,plan concert,falt respet,crecimient econom,derech mujer,pas tod,program electoral,mejor hac,proyect empresarial,plan inversion,tod vid,ir peor,pobrez exclusion,sal crisis,principi iguald,reform educ
2013-19,vot emit,administr educ,izquierd plural,proteccion salud,inform consej,program estabil,domini public,lengu cooficial,polit econom,salud deport,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,parlamentari estim,parlamentari estudi,parlamentari explic,parlamentari establec,parlamentari esper,parlamentari especial,retribu variabl,cre emple,mundial antidopaj,punt debaj,tribunal constitucional,pes industri,ningun tip,consej ministr,opinion personal,grup parlamentari,rued prens,entend consens,reform financ,dej tranquil,alumn alumn,tan import,derech mujer,reform laboral,merec pen,padr madr
